id,question,answer,source,answer_pred,agree,n_correct
train-001485,"After successive discounts of 20%, 10%, and 5%, a certain good is sold for Rs. 6800. Find the actual price of the good before the discounts were applied.",10000,제보,10000,0.25,2
train-001505,Circular gears p and q start rotating at the same time at constant speeds. Gear p makes 10 revolutions per minute and gear q makes some revolutions per minute. Gear q made exactly 2 more revolutions than gear p after 4 seconds. How many revolutions per minute does gear q make?,120,제보,40,0.25,0
train-001507,"If each big box can fit four small boxes, and there are 50 big boxes, each containing 40 candles, what is the total number of candles in all the small boxes?",2000,제보,8000,0.875,0
train-001535,"Let $f(x)$ be an even function on $\mathbb{R}$, and $g(x)$ be an odd function on $\mathbb{R}$ that passes through $(-1, 3)$. Given $g(x) = f(x-1)$, find the value of $f(2012) + f(2013)$.",-3,자동탐지,0,0.75,0
train-001542,"Compute the determinant of the matrix after multiplying the first row by 3:
\[
\begin{vmatrix} 3(1) & 3(-2) & 3(0) \\ 5 & -1 & 2 \\ 0 & 3 & -4 \end{vmatrix}
\]",114,제보,-126,0.375,1
train-001564,"What is the positive difference between the median and the mode of the data given in the following stem and leaf plot? Here, $4|7$ represents $47$.

\begin{tabular}{|c|c|}\hline
\textbf{Tens} & \textbf{Units} \\ \hline
2 & $1 \hspace{2mm} 3 \hspace{2mm} 3 \hspace{2mm} 3 \hspace{2mm} 4$ \\ \hline
3 & $0 \hspace{2mm} 0 \hspace{2mm} 0 \hspace{2mm} \hspace{2mm} \hspace{2mm} \hspace{1.5mm}$ \\ \hline
4 & $2 \hspace{2mm} 2 \hspace{2mm} 7 \hspace{2mm} 8 \hspace{2mm} \hspace{1.9mm}$ \\ \hline
5 & $1 \hspace{2mm} 2 \hspace{2mm} 3 \hspace{2mm} 5 \hspace{2mm} \hspace{1.9mm}$ \\ \hline
6 & $ 0 \hspace{2mm} 2 \hspace{2mm} 4 \hspace{2mm} \hspace{2mm} \hspace{2mm} \hspace{1.5mm}$ \\\hline
\end{tabular}",19,제보,12,0.625,0
train-001572,"Suppose \(c\) and \(d\) are positive integers such that \(\gcd(c, d)\) is divisible by exactly 8 distinct primes, and \(\mathop{\text{lcm}}[c, d]\) is divisible by exactly 36 distinct primes. If \(c\) has fewer distinct prime factors than \(d\), then \(c\) has at most how many distinct prime factors?",22,제보,21,0.375,0
train-001595,"Express $249_{11}+3AB_{12}$ as a base 10 integer. Here $A$ and $B$ denote the digits whose values are 10 and 11, respectively, in base X.
If we know the answer to the above question is 858, what is the value of unknown variable X?",10,제보,12,0.875,0
train-001624,"Let $P_{1}: y = 2x^{2} + \frac{125}{100}$ and $P_{2}: x = 2y^{2} + \frac{65}{4}$ be two parabolas in the Cartesian plane. Let $\mathcal{L}$ be the common tangent line of $P_{1}$ and $P_{2}$ that has a rational slope. If $\mathcal{L}$ is written in the form $ax+by=c$ for positive integers $a, b, c$ where $\gcd(a, b, c) = 1$, find $a+b+c$.",289,제보,-5,0.125,0
train-001645,"Given an isosceles trapezoid where the lengths of the non-parallel sides (legs) are both 5, and the lengths of the bases are 6 and 12 respectively. If it is known that the trapezoid is inscribed in a circle with a radius of 5, calculate the area of the trapezoid.",45,제보,36,0.5,0
train-001657,"# Assignment 7.

## Maximum 10 points

In the modern world, every consumer often has to make decisions about replacing old equipment with more energy-efficient alternatives. Consider a city dweller who uses a 60 W incandescent lamp for 100 hours each month. The electricity tariff is 5 rubles/kWh.

The city dweller can buy a more energy-efficient lamp with a power of 12 W, which costs 120 rubles and provides the same light output as the aforementioned incandescent lamp. Alternatively, he can approach an investor (an energy service company) that will install such an energy-saving lamp itself, but in return, the city dweller must pay the company 75% of the resulting cost savings on electricity for 10 months (the tariff payment is made regardless of the method of lamp installation).

(a) If the city dweller plans his expenses only for the next 10 months, will he install the energy-saving lamp himself or approach the investor company?

(b) If the city dweller plans his expenses for the entire service life of a typical energy-saving lamp, what decision will he make?",180,제보,18,0.125,0
train-001681,"One of the roots of the polynomial
\[cx^3 + 5x^2 + dx - 104 = 0,\] is $-3 - 4i$, where $c$ and $d$ are real numbers. Find the real root of this cubic polynomial.",1,제보,4,0.25,2
train-001705,"In the geometric sequence $\{a_n\}$, where $a_n > 0$ for $n \in \mathbb{N^*}$, and it is given that $a_6 - a_4 = 24$ and $a_3 \cdot a_5 = 64$, find the sum of the first 6 terms of $\{a_n\}$.",126,제보,63,0.375,1
train-001758,"A local restaurant is offering an x piece fried chicken bucket and 2 sides for $12.00 that will feed 6 people.  If Monty was having a family reunion for 36 family members, how much will it cost him to buy enough chicken and sides to feed everyone one serving?
If we know the answer to the above question is 72, what is the value of unknown variable x?",12,제보,6,0.125,0
train-001773,"From a collection of 12 marbles with different colors, including one red, one green, and one blue marble, how many ways can John choose 4 marbles if exactly one of the chosen marbles must be red, green, or blue?",495,제보,252,0.625,1
train-001777,"In a geography book, Jayden and 2 other friends have to color every planet with a different color. One color if used by one person can not be used by anyone else. How many colors do they need?",24,자동탐지,3,0.75,0
train-001779,"4. Find the maximum and minimum value of the function

$$
f(x)=x^{2}-2 x-1
$$

for those real numbers $x$ that satisfy the condition $x^{4}+36 \leq 13 x^{2}$.",-114,제보,-1,0.75,0
train-001785,"James writes 10 pages an hour. If he writes 5 pages a day to a certain number of people, he spends 7 hours a week writing. To how many different people does James write daily?",14,제보,2,0.25,2
train-001789,"Let $\mathcal{S}$ be the set $\{1, 2, 3, \ldots, 12\}$. Consider the number of sets composed of two non-empty disjoint subsets of $\mathcal{S}$, $A$ and $B$, such that the number of elements in $A$ is exactly three more than the number of elements in $B$. Compute the remainder obtained when $n$, the number of such sets, is divided by $1000$.",252,제보,156,0.125,0
train-001808,Karim has 23 candies. He eats $n$ candies and divides the remaining candies equally among his three children so that each child gets an integer number of candies. Which of the following is not a possible value of $n$?,9,제보,1,0.5,0
train-001852,"Given vectors $\overrightarrow{a}$, $\overrightarrow{b}$, $\overrightarrow{c}$ form equal angles with each other, and $|\overrightarrow{a}|=1$, $|\overrightarrow{b}|=1$, $|\overrightarrow{c}|=3$, then $|\overrightarrow{a}+\overrightarrow{b}+\overrightarrow{c}|=$_______",5,제보,32,0.125,0
train-001862,What is the fourth number in the row of Pascal's triangle that has 15 numbers?,286,제보,364,0.5,0
train-001892,"A manufacturer produces and sells a certain beverage in spherical bottles. The cost to manufacture a bottle is $0.8πr^{2}$ cents, where $r$ is the radius of the bottle in centimeters. It is known that for every $1mL$ of beverage sold, the manufacturer makes a profit of $0.2$ cents. The manufacturer can produce bottles with a maximum radius of $6cm$. What should the radius of the bottle be to minimize the profit per bottle?",1,제보,0,0.25,0
train-001919,"If a : b = 3 : 4 , b : c = 7 : 9 , c : d = 5 : 7 , what is the ratio of a to d?",1,제보,12,0.75,0
train-001944,Find the sum of all positive integers $n$ for which $7n^2 - 33n + 48$ is a perfect square and $\dfrac{48}{n}$ is an integer.,20,제보,2,0.375,0
train-001960,"If the square root of a number is $2x+1$ and $x-7$, then the number is ______.",25,자동탐지,225,1.0,0
train-001977,The base $8$ representation of a positive integer is $CD$ and its base $6$ representation is $DC$. What is the integer expressed in base $10$?,0,제보,47,0.625,1
train-001989,"Samantha, Aira, and Joe divided their rubber bands equally. If Samantha had 5 more bands than Aira and Aira had 1 fewer band than Joe, and Aira had 4 rubber bands, how many rubber bands did each of them receive after dividing?",4,제보,6,0.75,0
train-001994,"Liam is trying to find the Fermat point $P$ of $\triangle DEF$, where $D$ is at the origin, $E$ is at $(8,0)$, and $F$ is at $(5,7)$. He estimates that the point $P$ is at $(3,3)$. He computes the sum of the distances from $P$ to the vertices of $\triangle DEF$. If he gets a result of $p\sqrt{q} + r\sqrt{s}$, where $p$, $q$, $r$, and $s$ are integers, what is $p + r$?",5,제보,5,0.5,4
train-002000,"10. The seller is distributing candies into gift boxes. When arranging them into boxes with a capacity of 10 candies, 6 candies are left over, and when arranging them into boxes with a capacity of 15 candies, 4 candies are missing. Find the number of candies, given that there were no fewer than 200 and no more than 250 candies.",206236,제보,206,0.375,0
train-002030,Solve the following equations using appropriate methods:$(1)\left(5-2x\right)^{2}-16=0$;$(2)2\left(x-3\right)=x^{2}-9$.,-1,제보,0,0.625,1
train-002033,"Compute
\[\sum_{n = 1}^\infty \frac{6n - 3}{n(n+1)(n+2)(n+3)}.\]",2,제보,1,0.25,2
train-002060,"## Task 1

Calculate:

$$
\begin{array}{r}
5+2+3 \\
6-3-3 \\
18-4-2
\end{array}
$$

$$
10-7+2
$$",16,제보,5,0.5,0
train-002074,"[ Pseudoscalar product ]

Three runners $A, B$ and $C$ are running on parallel tracks at constant speeds. At the initial moment, the area of triangle $A B C$ is 2, and after 5 seconds, it is 3. What could it be after another 5 seconds?

#",48,제보,4,0.75,0
train-002084,"When \(12^4\) is written out in base 10, the sum of its digits is $25=5^2$. What is the largest base \(b\) such that the base-\(b\) digits of \(12^4\) do not add up to $5^2$? (Note: Here, \(12^4\) in base \(b\) means that the base-\(b\) number \(12\) is raised to the fourth power.)",7,제보,8,0.125,0
train-002092,"A hot air balloon with 200 balloons is blowing up. After about half an hour, 1/5 of the total number of balloons in the hot air balloon have blown up. The wind speed then increases, creating a variation in the rate at which balloons blow up. In the next hour, 30% of the remaining balloons blow up. Due to different manufacturing quality, 10% of the balloons still intact have double durability and are less likely to blow up in the same conditions. At the end of the second hour, twice the number of balloons that had already blown up, excluding the more durable ones, also blow up. How many balloons in the hot air balloon remain intact?",11,제보,32,0.25,0
train-002115,Task $1 \mathrm{Zu}$ a number $a$ add four times the number 4! The sum of these numbers is 21. What is the number $a$?,5,자동탐지,-75,0.875,0
train-002118,"Given that \(3\triangle \cdot q = 63\) and \(7(\triangle + q) = 161\), what is the value of \(\triangle\)?",1,제보,1,0.125,1
train-002148,Let $n$ be the smallest positive integer that is a multiple of 75 and has exactly 36 positive integral divisors (including 1 and itself). Find $\frac{n}{75}$.,162,제보,2,0.125,0
train-002154,"A group of students in a sports club are lining up for a group photo. When they tried to form rows of six, there was one student left over. When they arranged themselves in rows of nine, there were three students left over, and when they formed rows of eight, there were five students left over. What is the smallest number of students in the sports club?",169,제보,12,0.125,0
train-002165,"In a race, runner A can run 4 times as fast as runner B and gives runner B a start of 60 m. Meanwhile, runner C can run twice as fast as runner B and gives runner B a start of 30 m. What should be the length of the race course so that runners A, B, and C all reach the finish line at the exact same time?",60,제보,50,0.125,0
train-002223,"The rational numbers $x$ and $y$, when written in lowest terms, have denominators 60 and 70 , respectively. What is the smallest possible denominator of $x+y$ ?",84,자동탐지,420,0.875,0
train-002232,Narsa buys a package of 45 cookies on Monday morning. How many cookies are left in the package after Friday?,15,제보,0,0.5,0
train-002246,Find the least common multiple (LCM) and the greatest common divisor (GCD) of 12 and 18.,6,제보,6,0.5,4
